INVENTO,INVENTOR,PROFESIONAL_ASIGANDO_AL_INVENTO,EL_PROFESIONAL_ES_JEFE_DEL_AREA,FECHA_CONTRATO_PROFESIONAL,SALARIO,COMISION,AREA_INVEST_DEL_PROF,RANKING,ANIO_DEL_INVENTO,PAIS_DEL_INVENTO,PAIS_DEL_INVENTOR,REGION_DEL_PAIS,CAPITAL,POBLACION_DEL_PAIS,AREA_EN_KM2,FRONTERA_CON,NORTE,SUR,ESTE,OESTE
Combustión interna,Lavoisier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1777,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Combustión interna,Lavoisier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1777,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Combustión interna,Lavoisier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1777,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Combustión interna,Lavoisier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1777,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Combustión interna,Lavoisier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1777,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Combustión interna,Lavoisier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1777,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Combustión interna,Lavoisier,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1777,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Belgica,X,,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,España,,X,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Italia,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Suiza,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,Luexenburgo,X,,,
Comida canina,Appert,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1804,Francia,Francia,Centro Europa,Paris,54652000,210040,ALEMANIA,,,X,
Contador Geiger,Geiger,JAMES CLERK,,3-Dec-81,950,,Biología,6,1913,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Contador Geiger,Geiger,JAMES CLERK,,3-Dec-81,950,,Biología,6,1913,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Contador Geiger,Geiger,JAMES CLERK,,3-Dec-81,950,,Biología,6,1913,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Contador Geiger,Geiger,JAMES CLERK,,3-Dec-81,950,,Biología,6,1913,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Contador Geiger,Geiger,JAMES CLERK,,3-Dec-81,950,,Biología,6,1913,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Contador Geiger,Geiger,JAMES CLERK,,3-Dec-81,950,,Biología,6,1913,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Contador Geiger,Geiger,JAMES CLERK,,3-Dec-81,950,,Biología,6,1913,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Contador Geiger,Geiger,JAMES CLERK,,3-Dec-81,950,,Biología,6,1913,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Contador Geiger,Geiger,JAMES CLERK,,3-Dec-81,950,,Biología,6,1913,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Cortisona,Kendall,WARD SALESMAN,Energía,22-Feb-81,1250,500,Química,4,1936,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Cortisona,Kendall,WARD SALESMAN,Energía,22-Feb-81,1250,500,Química,4,1936,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Química,4,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Mecánica,6,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Mecánica,6,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Medicina,8,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Biología,6,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Biología,6,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Energía,9,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Energía,9,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Medicina,8,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Cronometro,Harrison,SCOTT ANALYST,,9-Dec-82,3000,,Química,4,1735,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Cámara fotográfica,Estman,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Cámara fotográfica,Estman,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Cámara fotográfica,Walker,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Cámara fotográfica,Walker,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Cámara instantánea,Land,FORD ANALYST,,3-Dec-81,3000,,Química,4,1948,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Cámara instantánea,Land,FORD ANALYST,,3-Dec-81,3000,,Química,4,1948,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Desarmador,Stevens,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1804,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Desarmador,Stevens,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1804,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Desarmador,Stevens,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1804,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Desarmador,Stevens,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1804,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Desarmador,Stevens,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1804,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Desarmador,Stevens,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1804,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Desarmador,Stevens,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1804,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Desarmador,Stevens,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1804,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Diapositivas,oughtred,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1620,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Diapositivas,oughtred,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Matemática,7,1620,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Diapositivas,oughtred,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1620,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Diapositivas,oughtred,MARTIN SALESMAN,Biología,28-Sep-81,1250,1400,Química,4,1620,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Dirigible,Zeppelin,JAMES CLERK,,3-Dec-81,950,,Biología,6,1900,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Dirigible,Zeppelin,JAMES CLERK,,3-Dec-81,950,,Biología,6,1900,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Dirigible,Zeppelin,JAMES CLERK,,3-Dec-81,950,,Biología,6,1900,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Dirigible,Zeppelin,JAMES CLERK,,3-Dec-81,950,,Biología,6,1900,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Dirigible,Zeppelin,JAMES CLERK,,3-Dec-81,950,,Biología,6,1900,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Dirigible,Zeppelin,JAMES CLERK,,3-Dec-81,950,,Biología,6,1900,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Dirigible,Zeppelin,JAMES CLERK,,3-Dec-81,950,,Biología,6,1900,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Dirigible,Zeppelin,JAMES CLERK,,3-Dec-81,950,,Biología,6,1900,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Dirigible,Zeppelin,JAMES CLERK,,3-Dec-81,950,,Biología,6,1900,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Disco cilíndrico de cera,Edison,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Disco cilíndrico de cera,Edison,JAMES CLERK,,3-Dec-81,950,,Biología,6,1888,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Disco de Larga duración,Goldmark,FORD ANALYST,,3-Dec-81,3000,,Química,4,1948,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Disco de Larga duración,Goldmark,FORD ANALYST,,3-Dec-81,3000,,Química,4,1948,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Disco de acetato,Berliner,JAMES CLERK,,3-Dec-81,950,,Biología,6,1887,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Disco de acetato,Berliner,JAMES CLERK,,3-Dec-81,950,,Biología,6,1887,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Disco de cilindro,Bell,JAMES CLERK,,3-Dec-81,950,,Biología,6,1887,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Disco de cilindro,Bell,JAMES CLERK,,3-Dec-81,950,,Biología,6,1887,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Disco de cilindro,Tainter,JAMES CLERK,,3-Dec-81,950,,Biología,6,1887,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Disco de cilindro,Tainter,JAMES CLERK,,3-Dec-81,950,,Biología,6,1887,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Croacia,,,X,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Austria,X,,,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Suiza,X,,,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Croacia,,,X,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Austria,X,,,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Croacia,,,X,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Austria,X,,,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Croacia,,,X,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Francia,,,,X
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Austria,X,,,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Suiza,X,,,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Francia,,,,X
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Suiza,X,,,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Francia,,,,X
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Suiza,X,,,
Electrochapado,Brugnatelli,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1805,Italia,Italia,Centro Europa,Roma,568330000,116303,Francia,,,,X
Electroencefalograma,Berger,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Republica Checa,,,X,
Electroencefalograma,Berger,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Suiza,,X,,
Electroencefalograma,Berger,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Francia,,,,X
Electroencefalograma,Berger,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Belgica,,,,X
Electroencefalograma,Berger,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Dinamarca,X,,,
Electroencefalograma,Berger,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,BOSNIA,,,X,
Electroencefalograma,Berger,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Holanda,,,,X
Electroencefalograma,Berger,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Luexenburgo,,,,X
Electroencefalograma,Berger,FORD ANALYST,,3-Dec-81,3000,,Química,4,1929,ALEMANIA,ALEMANIA,Europa del Este,Sarajevo,4477,51129,Austria,,X,,
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,Suecia,X,,X,
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,Noruega,X,,,X
Electromagnetismo,Sturgenon,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1824,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Electromagnetismo,Sturgenon,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1824,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Electromagnetismo,Sturgenon,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1824,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Electromagnetismo,Sturgenon,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1824,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Electromagnetismo,Sturgenon,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1824,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,ALEMANIA,,X,,
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,Noruega,X,,,X
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,Suecia,X,,X,
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,ALEMANIA,,X,,
Electromagnetismo,Sturgenon,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1824,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Electromagnetismo,Sturgenon,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1824,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Electromagnetismo,Sturgenon,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1824,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,Suecia,X,,X,
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,Noruega,X,,,X
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,Suecia,X,,X,
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,Noruega,X,,,X
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,ALEMANIA,,X,,
Electromagnetismo,Oersted,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1819,Dinamarca,Dinamarca,Centro Europa,Copenhagen,5115000,16633,ALEMANIA,,X,,
Electrón,Thompson,JAMES CLERK,,3-Dec-81,950,,Biología,6,1897,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Electrón,Thompson,JAMES CLERK,,3-Dec-81,950,,Biología,6,1897,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Energía Lcom,Cartwright,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1785,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Energía Lcom,Cartwright,KING PRESIDENT,TODAS,17-Nov-81,5000,,Energía,9,1785,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Energía Lcom,Cartwright,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1785,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Energía Lcom,Cartwright,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1785,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Energía Lcom,Cartwright,KING PRESIDENT,TODAS,17-Nov-81,5000,,Óptica,2,1785,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Energía Lcom,Cartwright,KING PRESIDENT,TODAS,17-Nov-81,5000,,Mecánica,6,1785,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Estetoscopio,Laennec,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1819,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Estetoscopio,Laennec,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1819,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Estetoscopio,Laennec,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1819,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Estetoscopio,Laennec,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1819,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Estetoscopio,Laennec,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1819,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Estetoscopio,Laennec,TURNER SALESMAN,,8-Sep-81,1500,,Biología,6,1819,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Estetoscopio,Laennec,TURNER SALESMAN,,8-Sep-81,1500,,Medicina,8,1819,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Estetoscopio,Laennec,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1819,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Estufa eléctrica,Hadaway,JAMES CLERK,,3-Dec-81,950,,Biología,6,1896,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Mexico,,X,,
Estufa eléctrica,Hadaway,JAMES CLERK,,3-Dec-81,950,,Biología,6,1896,Estados Unidos,Estados Unidos,Norte America,Washingtown,234249000,3623420,Canada,X,,,
Fotografía,Talbot,TURNER SALESMAN,,8-Sep-81,1500,,Química,4,1835,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
Fotografía,Talbot,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1835,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Irlanda,,,,X
Fotografía,Talbot,TURNER SALESMAN,,8-Sep-81,1500,,Electrónica,8,1835,Reino Unido,Reino Unido,Europa del Oeste,Londres,56009000,94222,Francia,,X,X,
